X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
123.0,123.0,train,9.792308730210957E-5,13.323798868124998,0.44711806357445816
124.0,124.0,train,1.1455886930895483E-4,18.081276279881696,0.5000700038355028
125.0,125.0,train,8.020225456649201E-5,9.236007834956016,0.38452926862861414
126.0,126.0,train,8.957834135694168E-5,11.27084938347495,0.41848009399553576
127.0,127.0,train,6.555390300459228E-5,6.400709755166,0.32747703170935694
128.0,128.0,train,1.0673070023170396E-4,15.784985944285925,0.4758160967539282
129.0,129.0,train,4.9677550965950176E-5,3.546211225830628,0.259654663288014
130.0,130.0,train,5.5052852229504246E-5,4.348256967801249,0.2833507654784091
131.0,131.0,train,1.280025788618175E-4,23.00073522042974,0.5391330179799723
132.0,132.0,train,6.627755155677394E-5,6.542307545916362,0.33041582242225787
133.0,133.0,train,4.938375735345433E-5,3.505596441153485,0.25833717337938034
134.0,134.0,train,1.2766164773055704E-4,22.821203960264988,0.5381811541548314
135.0,135.0,train,7.191283309182873E-5,7.714013690374283,0.3528660531473371
136.0,136.0,train,5.615841933353427E-5,4.570340307871561,0.28812962386449226
137.0,137.0,train,7.550725208776965E-5,8.390302480518809,0.36679096225427577
138.0,138.0,train,5.91568919528434E-5,5.18460910950594,0.30093083444645063
139.0,139.0,train,5.262721451180027E-5,3.9334558587777626,0.27275314050760613
140.0,140.0,train,4.032327459760306E-5,2.3302586575995448,0.21653456502728774
141.0,141.0,train,2.179360331150367E-4,64.77436507680184,0.7325720158515445
142.0,142.0,train,2.2644562713420617E-4,68.86907156995481,0.7459955051067264
143.0,143.0,train,2.4037776204700135E-4,75.43075528923909,0.7665337587503864
144.0,144.0,train,2.7682365386716667E-4,90.29976139810739,0.8127444437864992
145.0,145.0,train,1.3674309015153244E-4,26.644513240407086,0.5628774259240001
146.0,146.0,train,1.3901685154443536E-4,27.751750026056808,0.5688511889523551
147.0,147.0,train,1.7110903752842757E-4,42.608391251825495,0.6449573740096737
148.0,148.0,train,1.2383170635940695E-4,21.27714714270669,0.5273520879958555
149.0,149.0,train,2.4955693738035195E-4,79.61064622956664,0.7791492862903754
150.0,150.0,train,2.3012635653806268E-4,70.38167556229111,0.7515909132623706
151.0,151.0,train,2.4458881640880114E-4,77.2552759680207,0.7724083448746965
152.0,152.0,train,2.0878915746085346E-4,60.71469211956489,0.7173511369397063
153.0,153.0,train,2.1469590639848761E-4,63.3491763441314,0.7272763787297478
154.0,154.0,train,2.3275841183796E-4,71.55488351277756,0.7555163924117789
155.0,155.0,train,2.0510979345749017E-4,58.722601731016915,0.7109868668841017
156.0,156.0,train,1.9811982870991476E-4,55.82378227402118,0.6984988022362248
157.0,157.0,train,2.282284277149334E-4,69.69599068319322,0.7487212669228894
158.0,158.0,train,2.0981803080308655E-4,61.3045178693548,0.7191055919939344
159.0,159.0,train,2.732891840014506E-4,89.01107228278958,0.8086959218640055
160.0,160.0,train,2.7780369688488207E-4,90.50777594446907,0.8138517737335778
161.0,161.0,train,2.2263679096405945E-4,67.24390079993675,0.7400726230784854
162.0,162.0,train,2.0190112958228535E-4,57.393388902501954,0.7053199127958167
163.0,163.0,train,2.687101765934168E-4,87.09256285833648,0.8033205149005658
164.0,164.0,train,2.0615143318484765E-4,59.29409053369992,0.712803015747244
165.0,165.0,train,2.816866315904711E-4,91.77975011160719,0.8181750277951101
166.0,166.0,train,1.5876241956044518E-4,36.335226488148,0.6174126091150358
167.0,167.0,train,1.2089640753976379E-4,20.131091432915728,0.5188810309927232
168.0,168.0,train,1.1944130762381275E-4,19.562667899950945,0.514625601946336
169.0,169.0,train,4.4358682549479106E-5,2.803843575860063,0.23543620491885364
170.0,170.0,train,9.563267047955326E-5,12.648403366795113,0.43940112979686763
171.0,171.0,train,2.7679109780379623E-4,90.29285135984283,0.8127075465496598
172.0,172.0,train,1.5591919156518022E-4,34.858929105830065,0.6107726021612918
173.0,173.0,train,1.037126319156774E-4,14.793056255206237,0.4661540444608484
174.0,174.0,train,6.610871759222862E-5,6.5046738433715126,0.32973132573216035
175.0,175.0,train,7.588012825411533E-5,8.452458533027347,0.3682182327093132
176.0,176.0,train,2.086301368647912E-4,60.618517088393794,0.7170789958792133
177.0,177.0,train,2.254708234898603E-4,68.43249878138708,0.7444926238844475
178.0,178.0,train,9.863977691810285E-5,13.488336736249607,0.44951086407843055
179.0,179.0,train,2.0666525914664647E-4,59.51384669408818,0.71369468814187
180.0,180.0,train,2.5521394692275105E-4,81.6527040787132,0.7865821699564669
181.0,181.0,train,2.612358101374854E-4,84.2956070813214,0.7942197638390363
182.0,182.0,train,2.4639870928856055E-4,78.00177036623342,0.7748875782051919
183.0,183.0,train,2.45833277672371E-4,77.78767164463619,0.7741159514564404
184.0,184.0,train,2.3929907303420095E-4,74.98126783960645,0.7650047037091898
185.0,185.0,train,1.9737907544144258E-4,55.317418546922006,0.6971441716066995
186.0,186.0,train,9.676347736936257E-5,12.94444762838001,0.44322444360232327
187.0,187.0,train,2.1649481059275805E-4,64.18019866711755,0.7302293104142887
188.0,188.0,train,2.2607728797736663E-4,68.65481832223395,0.7454286684996099
189.0,189.0,train,1.0385947245828492E-4,14.832660172515455,0.4666282356129433
190.0,190.0,train,9.76178704695731E-5,13.2537231535051,0.44609588564145075
191.0,191.0,train,2.301483446166644E-4,70.39515292704354,0.7516239662199545
192.0,192.0,train,2.1433092887363842E-4,63.197508168897656,0.7266733290995864
193.0,193.0,train,2.097691265898061E-4,61.28315345498087,0.7190224466181201
194.0,194.0,train,1.5330331275101018E-4,33.750309161616414,0.6045618009510296
195.0,195.0,train,1.6218944783514598E-4,38.264771521523194,0.6252656348508356
196.0,196.0,train,2.1057554565441652E-4,61.69680831843669,0.7203903567478176
197.0,197.0,train,1.8892965540682626E-4,51.33199820065676,0.6812551096020003
198.0,198.0,train,2.298450496842128E-4,70.22058547747412,0.7511676583760278
199.0,199.0,train,1.7190599059278407E-4,43.07946404573196,0.6466656216287764
200.0,200.0,train,1.9642485311415788E-4,54.88503113908342,0.6953901919607179
201.0,201.0,train,2.033040086705291E-4,57.94337009093993,0.7078111393842828
202.0,202.0,train,1.3772777497559835E-4,27.169276548923627,0.5654745433088313
203.0,203.0,train,1.710135987194268E-4,42.560250325650784,0.6447522505203944
204.0,204.0,train,2.25958045776285E-4,68.6038662833744,0.7452448959461693
205.0,205.0,train,2.2738572390447977E-4,69.33121341530062,0.747436503843136
206.0,206.0,train,2.0537877169736506E-4,58.89603771560875,0.7114569403776037
207.0,207.0,train,2.3692089596038054E-4,73.86234190681446,0.761598137728225
208.0,208.0,train,2.3802173413969656E-4,74.33958602868546,0.7631811043094173
209.0,209.0,train,2.980385271395015E-4,95.22071934094443,0.8353065024946029
210.0,210.0,train,2.240861418284638E-4,67.95359788378833,0.7423425233403154
211.0,211.0,train,2.508584749007294E-4,80.27624610104604,0.7808820154859402
212.0,212.0,train,2.582277682838301E-4,83.0572961562733,0.7904394230085616
213.0,213.0,train,1.4646587168595568E-4,30.95350896031495,0.5878557825114467
214.0,214.0,train,2.7291183069418204E-4,88.88495194378287,0.8082585479901055
215.0,215.0,train,2.765129836011902E-4,90.15681483835483,0.8123920508538978
216.0,216.0,train,2.723891092031461E-4,88.68781163242313,0.8076510316886653
217.0,217.0,train,2.7172304521047715E-4,88.36613647839455,0.8068741303505176
218.0,218.0,train,2.7292618019664027E-4,88.88974709667622,0.8082751981519792
219.0,219.0,train,2.0530424239118797E-4,58.8451477430468,0.711326767616121
220.0,220.0,train,2.7331873191774233E-4,89.02427347946235,0.808730127425289
221.0,221.0,train,2.8512172596419734E-4,92.55740425018487,0.8219158780182049
222.0,222.0,train,2.652009703695457E-4,85.99375111873044,0.7990989629794938
223.0,223.0,train,2.4335919438620558E-4,76.81311855047349,0.7707084216157027
224.0,224.0,train,2.44682144550457E-4,77.30006922175015,0.7725368530553177
225.0,225.0,train,2.6574322185578313E-4,86.24893565259642,0.799757158613208
226.0,226.0,train,2.427498405986122E-4,76.47240334160438,0.7698613051993131
227.0,227.0,train,1.6950199531282824E-4,41.87711879096789,0.6414875629984423
228.0,228.0,train,2.785213083825468E-4,90.73565607150415,0.8146584328726606
229.0,229.0,train,2.5556431986013627E-4,81.75006399528957,0.7870342187989267
230.0,230.0,train,2.3690768804798796E-4,73.85804737035173,0.7615790811183836
231.0,231.0,train,2.5789488271003776E-4,82.82120482608865,0.7900168258708516
232.0,232.0,train,2.625530631716518E-4,84.69381697428021,0.7958536712310506
233.0,233.0,train,2.5596818348563643E-4,81.86553407577196,0.7875540931698333
234.0,234.0,train,2.8133538658128864E-4,91.68123978938804,0.8177881179167329
235.0,235.0,train,2.410997246671995E-4,75.76654738014318,0.7675515878373392
236.0,236.0,train,3.3237181530824207E-4,98.71013934652551,0.8662051024119949
237.0,237.0,train,2.596735688862564E-4,83.72890229519307,0.7922650155914093
238.0,238.0,train,2.3542685393960369E-4,73.02955717349309,0.7594328193348333
239.0,239.0,train,2.4785874266431405E-4,78.75866210757064,0.7768678711638879
240.0,240.0,train,2.156478297921257E-4,63.78667221096041,0.7288429814095327
241.0,241.0,train,2.2823590114413132E-4,69.6995502553268,0.7487326314220103
242.0,242.0,train,1.756319671423085E-4,45.060448138777254,0.6545437536166061
243.0,243.0,train,2.3868687199473366E-4,74.69955914718366,0.7641324507423448
244.0,244.0,train,2.0972316351084352E-4,61.26307391174751,0.7189442792292072
245.0,245.0,train,2.4131232906726246E-4,75.89419618556968,0.767850472709731
246.0,246.0,train,2.537275115060789E-4,81.25752945433916,0.7846536859462773
247.0,247.0,train,2.1271097514863552E-4,62.66078137992552,0.7239805566582049
248.0,248.0,train,2.3270614853472324E-4,71.53104941260355,0.7554390531992827
249.0,249.0,train,2.9896027019345786E-4,95.42606962715956,0.836222638728011
250.0,250.0,train,1.818417445437249E-4,47.774082949782326,0.6672851972458236
251.0,251.0,train,2.0610981631397074E-4,59.27629180161242,0.7127306740903214
252.0,252.0,train,1.788185419219172E-4,46.4792906898103,0.6611418822548388
253.0,253.0,train,1.9170674901835392E-4,52.593111004717706,0.6865673027659633
254.0,254.0,train,1.719765598745358E-4,43.1410123779575,0.6468164883043432
255.0,255.0,train,1.5864060148699315E-4,36.26363091440637,0.6171304546439602
256.0,256.0,train,1.9148237336033585E-4,52.49073184063369,0.6861414108523092
257.0,257.0,train,2.0727364782413058E-4,59.79171002485449,0.7147468819299165
258.0,258.0,train,1.777474526644286E-4,45.9548575192635,0.6589382641480761
259.0,259.0,train,1.7005945774164832E-4,42.09982570043334,0.6426950206784829
260.0,260.0,train,1.8220555201209094E-4,48.04887875260453,0.6680169261200339
261.0,261.0,train,2.0502401174855443E-4,58.67910082533422,0.7108367914986009
262.0,262.0,train,1.7391760965368086E-4,44.13191941577422,0.6509410068287873
263.0,263.0,train,1.5989087546029943E-4,37.01224325024551,0.6200164690008767
264.0,264.0,train,1.8075008388211268E-4,47.0897988142851,0.6650798365940196
265.0,265.0,train,1.8453675250810299E-4,49.19024763252215,0.6726676454301947
266.0,266.0,train,2.1488985591582127E-4,63.44638983012738,0.727596298493246
267.0,267.0,train,1.8724195259475752E-4,50.56753573396746,0.6779828826400849
268.0,268.0,train,2.0249245284911262E-4,57.64048440694216,0.7063725612930079
269.0,269.0,train,2.1462686570446893E-4,63.31457101675855,0.727162405436532
270.0,270.0,train,1.8481712301733285E-4,49.30057437416095,0.6732225743208169
271.0,271.0,train,2.410563207646449E-4,75.74207957721188,0.7674905222040168
272.0,272.0,train,1.943007761121276E-4,53.924254742977574,0.6914493147064755
273.0,273.0,train,2.103001787522482E-4,61.51519000909012,0.7199240085905367
274.0,274.0,train,1.8569518705554045E-4,49.76334224531624,0.6749544205147597
275.0,275.0,train,1.0198693629688836E-4,14.31172399446668,0.46054957663958507
276.0,276.0,train,2.7818529323858766E-5,1.1736533473793642,0.1549437917078339
277.0,277.0,train,2.3253817571509969E-4,71.45704973869492,0.755190321384368
278.0,278.0,train,1.5830082861900807E-4,36.12041463735402,0.6163423741767282
279.0,279.0,train,1.6657966552672962E-4,40.45131749235927,0.6350907464185356
280.0,280.0,train,1.9896909902703664E-4,56.265912591475214,0.7000444263140618
281.0,281.0,train,1.8752501718908814E-4,50.78016747836994,0.6785340418139938
282.0,282.0,train,2.0014845553237962E-4,56.72765219089558,0.7021776558980075
283.0,283.0,train,1.6876154677802866E-4,41.581322461632645,0.6398774476998232
284.0,284.0,train,1.263008861998175E-4,22.28239866797404,0.5343623482669478
285.0,285.0,train,1.660556333971878E-4,40.18522412659915,0.6339316592896482
286.0,286.0,train,1.8149272694460518E-4,47.485741546308674,0.6665816996006438
287.0,287.0,train,1.9386214511692306E-4,53.714548076599996,0.6906291768836088
288.0,288.0,train,1.7774936295113442E-4,45.95595475805772,0.6589422070275641
289.0,289.0,train,1.8363845656218448E-4,48.77658310468278,0.6708833208834741
290.0,290.0,train,2.2695567744692642E-4,69.15658196375468,0.7467783374882064
291.0,291.0,train,1.8652958156884812E-4,50.19961189680936,0.6765916295151418
292.0,292.0,train,1.4249196276836288E-4,29.129173263157444,0.5778238572912764
293.0,293.0,train,2.0183721874160468E-4,57.36354886486074,0.7052059157040012
294.0,294.0,train,2.0906068429345885E-4,60.862038222695666,0.7178152114185175
295.0,295.0,train,1.7147496666999423E-4,42.80030572730213,0.6457427564118539
296.0,296.0,train,2.4741307305339573E-4,78.51119922468995,0.7762652485944198
297.0,297.0,train,2.4404361711976766E-4,77.0862298166494,0.7716561805381954
298.0,298.0,train,1.3700659940999983E-4,26.762557069203275,0.5635739519304039
299.0,299.0,train,1.6808956303693536E-4,41.2784954888262,0.6384099517167612
300.0,300.0,train,1.621464824427217E-4,38.23753144728916,0.6251681845396083
301.0,301.0,train,1.4760597150678459E-4,31.46500280258649,0.5906896476007981
302.0,302.0,train,1.7483298150611785E-4,44.67216281878282,0.6528693240693171
303.0,303.0,train,1.5798119021240723E-4,35.978813117145556,0.6155995135014158
304.0,304.0,train,1.722766796566023E-4,43.34310702985942,0.6474573807728341
305.0,305.0,train,3.294188577308674E-4,98.58149478605503,0.8637926010080219
306.0,306.0,train,2.509122601216058E-4,80.29490748041535,0.7809533261965687
307.0,307.0,train,2.6174621168718545E-4,84.46942784140535,0.7948544069144807
308.0,308.0,train,2.7303124772306897E-4,88.92485736303003,0.8083970671393549
309.0,309.0,train,2.658320569602561E-4,86.27638149610308,0.7998647826662084
310.0,310.0,train,2.003073665125427E-4,56.764706885045754,0.7024639331455869
311.0,311.0,train,1.565376548784833E-4,35.22530601063234,0.6122266855705327
312.0,312.0,train,1.6467000151865034E-4,39.551836145918294,0.6308490628386384
313.0,313.0,train,1.8201819606991998E-4,47.906299239307536,0.6676402968145948
314.0,314.0,train,2.925414308059481E-4,94.41957248572538,0.8297354378779193
315.0,315.0,train,2.884277801559164E-4,93.40661252491671,0.8254435019802806
316.0,316.0,train,2.7888079543921885E-4,90.8550599915868,0.8150612131751466
317.0,317.0,train,2.492266276642501E-4,79.41386944211101,0.7787073712725218
318.0,318.0,train,2.742033626160303E-4,89.37498312437157,0.8097513749915775
319.0,319.0,train,2.6931665623557377E-4,87.25802799421199,0.8040410630417114
320.0,320.0,train,2.7070406965724674E-4,88.0044377341034,0.8056795140531229
321.0,321.0,train,2.4300624088908693E-4,76.61647125299154,0.7702181305659781
322.0,322.0,train,2.171535015488759E-4,64.50615564880312,0.7313025473386447
323.0,323.0,train,1.8533405730848331E-4,49.607086811254774,0.6742432616164957
324.0,324.0,train,2.1934643582173448E-4,65.5115368883774,0.7348449262188834
325.0,325.0,train,2.1098128936807297E-4,61.962258535030514,0.7210760901682145
326.0,326.0,train,2.398073299166917E-4,75.21599979339088,0.7657264077798417
327.0,327.0,train,2.67923363303204E-4,86.82173148858763,0.802381765660904
328.0,328.0,train,2.6937850178395377E-4,87.27490124329516,0.8041143922018912
329.0,329.0,train,2.1025821982351196E-4,61.49681992278508,0.7198528807085782
330.0,330.0,train,3.079521436633925E-4,96.5440987473203,0.844896762195646
331.0,331.0,train,2.5586474961949903E-4,81.83574034768785,0.7874210687048117
332.0,332.0,train,2.654356401105339E-4,86.10334938720311,0.7993840749058287
333.0,333.0,train,2.2647505282420092E-4,68.89563205119569,0.7460407337802548
334.0,334.0,train,2.9374587932136896E-4,94.60355183071007,0.8309719976862772
335.0,335.0,train,2.5588124645315184E-4,81.84049219729431,0.7874422905722782
336.0,336.0,train,2.356938166288055E-4,73.16264527845907,0.7598211669409561
337.0,337.0,train,2.2277911568738588E-4,67.32268272231671,0.7402964074815855
338.0,338.0,train,2.0073751667470493E-4,56.969383338436046,0.7032374664550152
339.0,339.0,train,2.1470209879898586E-4,63.35228016644245,0.7272865988996686
340.0,340.0,train,2.047593229505484E-4,58.5448740469198,0.7103732261754754
341.0,341.0,train,2.587204158091709E-4,83.32365735235756,0.7910632772192072
342.0,342.0,train,1.7554553570544895E-4,45.030658110802804,0.6543630100565725
343.0,343.0,train,2.958646300825075E-4,94.85957015224642,0.8331254816933599
344.0,344.0,train,2.815700293487062E-4,91.75630042227111,0.8180466771275194
345.0,345.0,train,2.7883497084933755E-4,90.83982131033716,0.8150099186192159
346.0,346.0,train,2.4832976900734016E-4,79.00718285771774,0.777503016223389
347.0,347.0,train,1.0478964844621844E-4,15.121725110568422,0.4696222770577436
348.0,348.0,train,1.699951318133689E-4,42.06758376869724,0.6425558992179486
349.0,349.0,train,2.7788656820439134E-4,90.52536541719884,0.8139451074843987
350.0,350.0,train,1.6976494631648712E-4,41.96783884445708,0.6420576196466163
351.0,351.0,train,1.9440148442247476E-4,53.96984903817042,0.6916373086897372
352.0,352.0,train,2.1451557385226725E-4,63.25878810446152,0.7269785830903381
353.0,353.0,train,8.810625093663307E-5,10.978512778211341,0.4132763072477289
354.0,354.0,train,2.976829319984669E-4,95.14730355669269,0.834951702082748
355.0,355.0,train,3.0819488228070376E-4,96.59355822910035,0.8451244423874081
356.0,356.0,train,2.6917308811282535E-4,87.21885847014772,0.8038707310440707
357.0,357.0,train,2.4922495186454724E-4,79.41251343826336,0.7787051269993321
358.0,358.0,train,2.2345440936778928E-4,67.68069525494236,0.7413555831187069
359.0,359.0,train,2.893659759016198E-4,93.65721272485936,0.8264317856356291
360.0,360.0,train,2.904282715594143E-4,93.91831204998965,0.8275440417860056
361.0,361.0,train,2.730755608182207E-4,88.93966540721478,0.8084484431606518
