x,y,species cloglog values
854.0,854.0,0.6653725
855.0,855.0,0.23743907
856.0,856.0,0.19523014
857.0,857.0,0.1273393
858.0,858.0,0.48088488
859.0,859.0,0.2120028
860.0,860.0,0.18624529
861.0,861.0,0.10861096
862.0,862.0,0.24697757
863.0,863.0,0.015732164
864.0,864.0,0.37094834
865.0,865.0,0.2785956
866.0,866.0,0.5195602
867.0,867.0,0.15587924
868.0,868.0,0.011899385
869.0,869.0,0.5950326
870.0,870.0,0.77163327
871.0,871.0,0.4905401
872.0,872.0,0.5618302
873.0,873.0,0.010033408
874.0,874.0,0.36236256
875.0,875.0,0.48972893
876.0,876.0,0.44395694
877.0,877.0,0.21374658
878.0,878.0,0.45747378
879.0,879.0,0.0038322706
880.0,880.0,0.17531759
881.0,881.0,0.2434901
882.0,882.0,0.2785724
883.0,883.0,0.23330043
884.0,884.0,0.17233267
885.0,885.0,0.666404
886.0,886.0,0.48844922
887.0,887.0,0.39219746
888.0,888.0,0.6896866
889.0,889.0,0.14548554
890.0,890.0,0.07322446
891.0,891.0,0.0076054893
892.0,892.0,0.0881242
893.0,893.0,0.3162391
894.0,894.0,0.20916088
895.0,895.0,0.6873215
896.0,896.0,0.054831058
897.0,897.0,0.65780026
898.0,898.0,0.38496256
899.0,899.0,0.4025391
900.0,900.0,0.6984061
901.0,901.0,0.14188263
902.0,902.0,0.22463275
903.0,903.0,0.22885077
904.0,904.0,0.4198083
905.0,905.0,0.79477453
906.0,906.0,0.008103593
907.0,907.0,0.73703873
908.0,908.0,0.011684397
909.0,909.0,0.15398417
910.0,910.0,0.14477661
911.0,911.0,0.23183231
912.0,912.0,0.5037592
913.0,913.0,0.17529523
914.0,914.0,0.03481622
915.0,915.0,0.7006122
916.0,916.0,0.09467399
917.0,917.0,0.49465868
918.0,918.0,0.39559838
919.0,919.0,0.5088425
920.0,920.0,0.09438569
921.0,921.0,0.7681365
922.0,922.0,0.41385126
923.0,923.0,0.41463992
924.0,924.0,0.091056585
925.0,925.0,0.050481208
926.0,926.0,0.5127567
927.0,927.0,0.65794575
928.0,928.0,0.33166268
929.0,929.0,0.03135806
930.0,930.0,0.3682412
931.0,931.0,0.67044455
932.0,932.0,0.14440393
933.0,933.0,0.52292037
934.0,934.0,0.46247417
935.0,935.0,0.59996957
936.0,936.0,0.44249794
937.0,937.0,0.6173943
938.0,938.0,0.53680485
939.0,939.0,0.29933187
940.0,940.0,0.5691356
941.0,941.0,0.32232496
942.0,942.0,0.11286637
943.0,943.0,0.69881254
944.0,944.0,0.5106545
945.0,945.0,0.53877467
946.0,946.0,0.09383791
947.0,947.0,0.26620477
948.0,948.0,0.38479316
949.0,949.0,0.20736918
950.0,950.0,0.7635979
951.0,951.0,0.6052363
952.0,952.0,0.11412024
953.0,953.0,0.48295608
954.0,954.0,0.107442625
955.0,955.0,0.34331718
956.0,956.0,0.1061108
957.0,957.0,0.48533496
958.0,958.0,0.61013424
959.0,959.0,0.26444137
960.0,960.0,0.21634126
961.0,961.0,0.15557851
962.0,962.0,0.2828635
963.0,963.0,0.4604495
964.0,964.0,0.38916773
965.0,965.0,0.68956304
966.0,966.0,0.62518823
967.0,967.0,0.6384343
968.0,968.0,0.6217581
969.0,969.0,0.019475376
970.0,970.0,0.37298113
971.0,971.0,0.5542519
972.0,972.0,0.55712444
973.0,973.0,0.82463604
974.0,974.0,0.3122669
975.0,975.0,0.4402044
976.0,976.0,0.46781504
977.0,977.0,0.27715275
978.0,978.0,0.43297654
979.0,979.0,0.49171418
980.0,980.0,0.2260876
981.0,981.0,0.053276513
982.0,982.0,0.32166463
983.0,983.0,0.68419206
984.0,984.0,0.30911088
985.0,985.0,0.6710765
986.0,986.0,0.51791966
987.0,987.0,0.4574972
988.0,988.0,0.11814702
989.0,989.0,0.24921432
990.0,990.0,0.16719042
991.0,991.0,0.48676822
992.0,992.0,0.3094244
993.0,993.0,0.62038684
994.0,994.0,0.46439013
995.0,995.0,0.31178394
996.0,996.0,0.5323684
