Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.38274E-4,74.504645401,0.763542753,0.12251569,0.75374323,0
2.3883E-4,74.767128796,0.764336611,0.121077406,0.75597324,0
2.39354E-4,75.006342843,0.765083289,0.119769874,0.758840395,0
2.39924E-4,75.269957613,0.76589165,0.11833159,0.76170755,0
2.40602E-4,75.510217514,0.766850872,0.117024059,0.764256133,0
2.41074E-4,75.751102154,0.767515946,0.115716527,0.766804715,0
2.41516E-4,76.01648129,0.768136486,0.114278243,0.769990443,0
2.42269E-4,76.258322091,0.769190001,0.112970711,0.77190188,0
2.42814E-4,76.500968577,0.769950898,0.11166318,0.774769035,0
2.43259E-4,76.768334646,0.770569814,0.110224895,0.777954763,0
2.43804E-4,77.011933403,0.771325315,0.108917364,0.780503345,0
2.44592E-4,77.256263082,0.772412219,0.107609833,0.782733355,0
2.45096E-4,77.501184093,0.773105326,0.106302301,0.784644791,0
2.4579E-4,77.771284704,0.774056511,0.104864017,0.787193374,0
2.4644E-4,78.017404951,0.774943173,0.103556485,0.78910481,0
2.46818E-4,78.264054451,0.775458214,0.102248954,0.791016247,0
2.47413E-4,78.511158661,0.776265249,0.100941423,0.79356483,0
2.47859E-4,78.758804996,0.776867871,0.099633891,0.796113412,0
2.48329E-4,79.006910459,0.777502455,0.09832636,0.79929914,0
2.49031E-4,79.255573755,0.778444718,0.097018828,0.802166295,0
2.49339E-4,79.504797564,0.778857388,0.095711297,0.80503345,0
2.49853E-4,79.754439062,0.779544207,0.094403766,0.807582032,0
2.50335E-4,80.004601645,0.780186827,0.093096234,0.809812042,0
2.50798E-4,80.255263663,0.780801511,0.091788703,0.812042052,0
2.51522E-4,80.506463499,0.78176025,0.090481172,0.814590634,0
2.51951E-4,80.758230416,0.782325607,0.08917364,0.817776362,0
2.52871E-4,81.010662092,0.78353431,0.087866109,0.820643517,0
2.5375E-4,81.264011183,0.784683438,0.086558577,0.823192099,0
2.5473E-4,81.518227277,0.785955565,0.085251046,0.826377827,0
2.55649E-4,81.773594498,0.787143452,0.083943515,0.829563555,0
2.56449E-4,82.004031427,0.788171707,0.082766736,0.83243071,0
2.56831E-4,82.260712204,0.788660887,0.081459205,0.835297866,0
2.57529E-4,82.517911389,0.789551871,0.080151674,0.837846448,0
2.57835E-4,82.775621979,0.789940929,0.078844142,0.840713603,0
2.5814E-4,83.007788632,0.790328487,0.077667364,0.843262185,0
2.58598E-4,83.266133049,0.790908607,0.076359833,0.846129341,0
2.59149E-4,83.525052966,0.79160464,0.075052301,0.849315068,0
2.5975E-4,83.758603697,0.792361327,0.073875523,0.851226505,0
2.60364E-4,84.018712101,0.793131483,0.072567992,0.853456515,0
2.61112E-4,84.253442687,0.794065407,0.071391213,0.855049379,0
2.6188E-4,84.514990372,0.795020748,0.070083682,0.857916534,0
2.62769E-4,84.751189374,0.7961197,0.068906904,0.860465116,0
2.63309E-4,85.014319668,0.796784967,0.067599372,0.863332271,0
2.63897E-4,85.251601491,0.797507029,0.066422594,0.865880854,0
2.64273E-4,85.515678277,0.797967063,0.065115063,0.868429436,0
2.64664E-4,85.753743434,0.798445193,0.063938285,0.8700223,0
2.65257E-4,86.018794478,0.79916747,0.062630753,0.872889455,0
2.65762E-4,86.257823826,0.799779562,0.061453975,0.875119465,0
2.66767E-4,86.52404232,0.800994267,0.060146444,0.877668047,0
2.67778E-4,86.764687521,0.802208105,0.058969665,0.879579484,0
2.68393E-4,87.006027937,0.802942376,0.057792887,0.882446639,0
2.69379E-4,87.275037171,0.804114392,0.056485356,0.885313794,0
2.69935E-4,87.51773953,0.804773355,0.055308577,0.887543804,0
2.70434E-4,87.760906147,0.805362006,0.054131799,0.890092386,0
2.70704E-4,88.004415166,0.805679514,0.052955021,0.892959541,0
2.71541E-4,88.275593018,0.806661718,0.05164749,0.895826696,0
2.72033E-4,88.520298069,0.807236399,0.050470711,0.898693852,0
2.72554E-4,88.765376168,0.807843132,0.049293933,0.900923861,0
2.73289E-4,89.010990076,0.808695922,0.048117155,0.903791016,0
2.7384E-4,89.257161728,0.80933217,0.046940377,0.905702453,0
2.74601E-4,89.503918215,0.810208175,0.045763598,0.908569608,0
2.75149E-4,89.751283151,0.810836687,0.04458682,0.911118191,0
2.76297E-4,90.026978292,0.812146109,0.043279289,0.913666773,0
2.76711E-4,90.275850567,0.812616426,0.04210251,0.91557821,0
2.77887E-4,90.525457066,0.813945107,0.040925732,0.918126792,0
2.78643E-4,90.775982603,0.814795036,0.039748954,0.920675374,0
2.79398E-4,91.027053139,0.815638703,0.038572176,0.922905384,0
2.80088E-4,91.250832359,0.816407276,0.037526151,0.925135393,0
2.80779E-4,91.503247221,0.81717328,0.036349372,0.92704683,0
2.8157E-4,91.75629452,0.818046677,0.035172594,0.92927684,0
2.82833E-4,92.010294419,0.819432615,0.033995816,0.931506849,0
2.84038E-4,92.265473192,0.820744579,0.032819038,0.933736859,0
2.85035E-4,92.521536066,0.821822149,0.031642259,0.936285441,0
2.85656E-4,92.778369675,0.822491036,0.030465481,0.938196878,0
2.86789E-4,93.007360145,0.823704118,0.029419456,0.94074546,0
2.87814E-4,93.266008769,0.824793845,0.028242678,0.94297547,0
2.88947E-4,93.525554559,0.825990827,0.0270659,0.945524052,0
2.89684E-4,93.757147994,0.826765159,0.026019874,0.948072635,0
2.90891E-4,94.018510951,0.82802677,0.024843096,0.950621217,0
2.91764E-4,94.251555548,0.828932676,0.023797071,0.953169799,0
2.92982E-4,94.514787502,0.830188756,0.022620293,0.955718382,0
2.9526E-4,94.779495729,0.832513271,0.021443515,0.957629818,0
2.97049E-4,95.016422649,0.834317612,0.02039749,0.959222682,0
2.98203E-4,95.254676228,0.835470346,0.019351464,0.961134119,0
2.99392E-4,95.523783283,0.836649624,0.018174686,0.963682701,0
3.01258E-4,95.764067519,0.83848472,0.017128661,0.965594138,0
3.03216E-4,96.006068583,0.840386511,0.016082636,0.967505575,0
3.05359E-4,96.279980705,0.842443343,0.014905858,0.969735585,0
