"lon" "lat" "w.dist" "w.lon" "w.lat" "ID" "temp" "rain" "tpi" "slope" "aspect"
"4640" 10.6958333333333 48.4125 7184.05247103429 10.5994720785132 48.4201927785777 1983 79 852 28.625 1.36526334559651 6
"4641" 10.7541666666667 48.3375 7262.8514570409 10.8500556601616 48.3241652764971 2014 84 837 -5.5 2.05907493674042 1
"4642" 9.22083333333333 49.9375 5642.14061152239 9.14454529952978 49.9249546739063 1831 89 729 33.25 1.32331025346631 5
"4643" 11.5208333333333 48.5875 7212.17372823108 11.4283055317337 48.6084709955784 1981 80 800 -2.125 0.945598033832161 3
"4646" 11.2041666666667 47.5041666666667 5949.55258832985 11.2827777935497 47.4990844184361 2140 53 1039 17.5 9.92564232778995 5
"4648" 11.0125 48.2625 1740.2925411076 10.9898614231025 48.2584458157044 1981 82 889 1.625 0.780104254923832 7
"4649" 12.1375 48.1125 6833.95658017362 12.0529719152784 48.1364708805212 1982 80 935 -10.125 0.27935773501062 3
"4650" 11.9458333333333 49.9125 1790.65041427031 11.9681386946735 49.9196929492976 1836 70 717 -20.375 1.40656171029911 3
"4651" 12.3875 49.7958333333333 1582.94440128316 12.3849725423864 49.809970884635 1839 67 679 -15.375 2.65609526293851 1
"4652" 10.4708333333333 47.5708333333333 791.411300483691 10.4797220514246 47.5670280313233 2133 55 1052 NA NA NA
"4653" 10.9291666666667 48.0458333333333 3935.29013570332 10.8832502985721 48.0283889579284 2041 79 958 0.25 0.361657136505145 2
"4654" 11.6791666666667 47.7291666666667 6232.11160864596 11.7540837115774 47.7534179492437 2069 51 1083 92.25 4.64878632634577 2
"4657" 11.9791666666667 50.1541666666667 2784.82305811643 11.9922503706981 50.1305846392592 1805 66 738 10.875 1.35417943305379 1
"4659" 11.0375 50.1958333333333 4622.98241493975 11.0679854473158 50.1591794511154 1797 78 651 5.625 0.890328767195918 5
"4662" 12.0958333333333 47.8708333333333 2288.24693820199 12.0949164425965 47.8502868685117 2046 85 951 8.25 0.910643699939488 3
"4663" 11.6625 47.7958333333333 4545.6927882732 11.6018720348705 47.798794387278 2092 74 996 -2.375 1.29388474548257 8
"4664" 12.1875 50.0625 725.319611512785 12.1887793188002 50.0560363135268 1814 72 648 -3.375 1.79968503409323 4
"4665" 11.5291666666667 50.2541666666667 6623.19374953949 11.5439996186501 50.195388773013 1798 72 711 -32.75 2.29772473971256 7
"4666" 11.6625 47.7291666666667 7171.69916715601 11.5872774074891 47.7690009999059 2092 58 1056 -14.125 7.84536901881857 8
"4668" 12.4625 49.4041666666667 4352.75579268854 12.4264278648555 49.3728998752338 1859 72 698 -2.875 2.84719295769487 4
"4670" 11.6541666666667 47.9458333333333 10216.9868431456 11.7847223138793 47.91852949026 2069 77 980 -2 0.487054128536942 1
"4671" 10.1291666666667 50.4125 3379.32881252242 10.0953123306633 50.3911478494172 1759 77 686 -0.375 0.654802447955093 7
"4675" 11.9541666666667 49.5541666666667 10702.0015581641 11.8082218188779 49.538639071105 1866 79 654 7.75 0.97709353349309 5
"4677" 10.3041666666667 50.2958333333333 4390.80516971879 10.3288613000139 50.3320008138182 1761 79 661 4.125 0.186538935857767 5
"4678" 11.8458333333333 50.2208333333333 875.026710044255 11.8506946566828 50.2136115867874 1783 68 737 -7.125 2.39502986463211 4
"4679" 12.8291666666667 48.6041666666667 3394.65057218119 12.8369998925949 48.5740852791172 1932 80 911 6.125 0.690026013417915 2
"4680" 13.2291666666667 49.0958333333333 8381.55751753492 13.1248331078261 49.1272773406246 1868 64 908 -10.5 2.60616891616819 5
"4682" 12.0541666666667 48.2458333333333 844.564563712909 12.0428259353657 48.2465582083186 1982 79 899 27.375 1.51846977117637 8
"4685" 12.2958333333333 49.0625 5106.95993901059 12.3069724280719 49.0171661249455 1874 75 744 20.75 3.36028424269129 8
"4686" 11.2708333333333 50.0041666666667 5134.27955117564 11.2527780112749 49.9594993749891 1838 75 705 2 0.421633620200504 5
"4687" 10.9041666666667 48.6208333333333 1684.73960450142 10.8814971156284 48.6229527771854 1943 85 774 0.5 0.5431128272698 8
"4689" 11.1375 48.0541666666667 2595.69139523112 11.1302500620682 48.076999570994 1988 82 936 -0.75 2.21352302920611 7
"4690" 11.0458333333333 49.2375 2148.98652721023 11.0725555416165 49.2293052149602 545 85 684 -4.5 1.30217954640298 2
"4691" 13.5125 48.6875 4350.0512972917 13.4538539493988 48.692814884016 1916 79 958 3.125 0.739370643679128 3
"4692" 12.2625 48.8125 3201.73193196461 12.2843332511099 48.7875823341896 1902 80 757 -0.125 0.829370618557211 4
"4693" 12.9375 47.5291666666667 3251.47723743003 12.9757223074898 47.5427780072928 2128 30 1344 413.375 12.2802050785395 2
"4696" 9.9125 47.6041666666667 5538.19363225192 9.8704166435327 47.6450538496389 2130 74 1106 4.125 3.9697270724387 4
"4698" 11.7458333333333 50.2541666666667 6719.3991383329 11.7587775267768 50.1943320739681 1783 69 738 -19.5 1.32532171242138 7
"4700" 9.77916666666667 50.3375 2809.98043647162 9.80405063061411 50.3178829589411 1775 75 815 11.625 1.73118158988647 8
"4702" 11.6541666666667 47.8541666666667 5242.76359687741 11.6100836604582 47.817527696968 2092 74 999 2.375 1.25178869098547 8
"4704" 12.5458333333333 49.5958333333333 2271.93388381802 12.5462648452785 49.6162405493891 1851 70 667 -6.875 0.732417097641555 1
"4707" 11.9125 47.9875 7795.61249463589 12.0169213957898 47.9919846557242 2039 79 953 6.125 2.30289464818238 3
"4708" 9.5625 49.9625 2699.97985164853 9.59932996602673 49.9676969783862 1841 85 740 41.625 5.38366087881421 2
"4711" 10.6541666666667 48.6375 498.973108826601 10.6592951183325 48.6345664448412 1919 86 753 0.625 0.139556541800267 2
"4713" 10.7625 48.4125 9222.84062370273 10.886777794722 48.418388395501 1943 81 847 13.5 0.861401665993927 4
"4714" 10.2958333333333 47.6458333333333 588.584421118148 10.2998885437827 47.6413040894796 2120 69 1028 15.875 0.639607524546261 4
"4716" 10.4875 48.4541666666667 5958.41007854449 10.4088367747765 48.4422286276461 2005 81 813 9.875 1.32190772680474 1
"4717" 13.2791666666667 48.9125 4960.38485564015 13.3156947659366 48.9500541120937 1881 67 956 -36.875 2.93071424855643 5
"4719" 13.0458333333333 47.7125 115.446506117278 13.0443091882873 47.7126543645409 2097 85 1224 NA NA NA
"4721" 11.1875 49.4041666666667 7191.77511747388 11.1759166220087 49.4683875791198 1857 86 667 -1.125 1.14998258883277 7
"4723" 10.7208333333333 47.6708333333333 2725.01206696501 10.7470837307859 47.6539154930155 2089 71 1020 -6.625 0.869353586408692 2
"4725" 12.4875 49.3625 2379.62992537669 12.5014447423358 49.3431397307975 1860 68 747 26.125 2.38611668937011 2
"4728" 9.89583333333333 50.2041666666667 7371.36434913458 9.94969458690155 50.147640188984 1807 82 704 4 3.0414198280256 5
"4729" 11.7041666666667 47.9708333333333 8190.63706832031 11.7864722649537 47.9221649054145 2069 76 977 8.25 0.610165968340534 1
"4730" 10.3791666666667 47.3958333333333 5013.47708827366 10.3526116080231 47.437168204805 2139 16 1231 143.125 9.14606214738632 8
"4731" 11.9708333333333 47.6291666666667 523.857560005644 11.973683903071 47.6248707807391 2101 60 1033 -103.5 8.84514168868861 5
"4733" 12.4708333333333 49.1458333333333 3485.1984770546 12.4644164277623 49.1768875747327 1863 76 729 -12.375 3.45930660076766 8
"4734" 12.5125 48.0375 2947.34683774956 12.5490837063602 48.0274734418895 2000 78 1024 3.625 0.596944789138809 1
"4736" 11.7625 49.0291666666667 6964.00052396086 11.8230277015071 49.0775261125105 1878 76 748 -1.25 0.585881287199151 1
"4739" 9.7125 47.5625 2437.33634661696 9.741676264062 47.5529858977266 2130 90 1143 -6.625 2.58417007658297 6
"4740" 10.8291666666667 49.3458333333333 9595.35229057272 10.7834996853333 49.2648888134723 618 83 696 6.5 0.223215913499035 4
"4742" 9.32083333333333 50.0291666666667 7579.84455931819 9.23504742378119 50.0691912962794 1811 85 759 35.5 3.768518618524 5
"4744" 11.8208333333333 50.3458333333333 2669.96782966935 11.8462781044951 50.3634719611556 1771 65 765 0.75 1.30628419037898 4
"4745" 10.5541666666667 50.3375 3292.57184473007 10.578735021535 50.3625814108914 1761 80 620 4.875 2.6287851198002 3
"4746" 10.6708333333333 47.7208333333333 3456.09771600527 10.6357498740548 47.7006950740033 2103 74 1005 -14.375 1.13263961061143 3
"4747" 10.1791666666667 49.2291666666667 5511.12377332796 10.2536944848197 49.2377510583191 643 77 768 22.75 1.78270186203174 3
"4749" 12.9458333333333 48.3041666666667 7783.25944669824 13.0166769082301 48.2525595994543 1968 79 1053 8 0.749170633153691 7
"4750" 11.2375 47.8458333333333 94.1055980738822 11.2362502393781 47.8457277820402 2051 81 981 0.625 0.613672330436797 7
"4752" 9.97916666666667 50.3958333333333 1341.06299024437 9.97261140487537 50.3845292080504 1775 71 841 -12.375 6.56930646658205 3
"4753" 12.2375 49.6208333333333 6274.09520064304 12.1507779074345 49.6236648827181 1848 73 665 15 2.49249057078523 6
"4756" 9.95416666666667 47.5708333333333 4489.08021858295 9.98366555274881 47.5357642720618 2136 68 1107 -12 1.65687986698665 2
"4758" 12.4208333333333 49.1291666666667 4901.25462047194 12.4273614641877 49.085304218841 1875 73 749 -8.25 2.47413173857514 7
"4760" 11.4708333333333 47.9041666666667 1046.41635684769 11.4575103688393 47.9012359726677 2070 77 988 23.25 2.0507955377792 7
"4761" 13.1541666666667 48.8541666666667 1492.83854882622 13.163611373474 48.8422776135138 1891 70 939 -15.75 9.10616568171142 6
"4767" 10.0208333333333 50.4125 299.874846015233 10.01685529221 50.4115888560544 1759 74 765 -13.125 5.22066239689838 5
"4768" 11.7125 47.8125 6089.89400512987 11.7660850898823 47.771307344314 2069 73 1001 0.625 0.780927379395375 1
"4769" 13.3375 48.6958333333333 7664.69589111582 13.4347781899969 48.6713066942486 1916 76 974 46.375 1.04215863203114 7
"4782" 9.92083333333333 50.2375 9767.01726883173 9.99999996303923 50.1658896517595 1807 81 709 14.375 3.78053644883995 3
"4783" 9.3375 50.0375 8117.97299344713 9.23611069257846 50.0701369556906 1811 89 708 -32.625 1.50795784572165 3
"4784" 11.4125 49.7208333333333 5621.92877315892 11.4386939171752 49.7684439918704 1840 76 721 6 1.58295069232422 2
"4785" 12.2875 48.3041666666667 2475.87998250997 12.2764167967735 48.2831649377548 1982 79 905 12.875 0.72134148941783 4
"4786" 11.6791666666667 49.2875 5131.41235436746 11.6101086317787 49.277727630346 1878 73 745 17.25 1.98316133648123 3
"4788" 11.8708333333333 47.7208333333333 4758.16010741912 11.9289168460068 47.7380295685898 2101 70 1008 -44.5 8.61815779765978 7
"4789" 10.3708333333333 47.6625 3985.26035302205 10.3188612590684 47.6700248192838 2120 64 1036 -8.5 6.24998848368417 8
"4790" 11.1125 47.6708333333333 1579.78378107317 11.1176487135879 47.6845948699013 2081 79 996 20.875 0.961519496390692 3
"4791" 12.8875 47.8041666666667 1312.41540957846 12.8748322334466 47.7960063756784 2062 75 1197 33.25 5.28080528056877 6
"4792" 10.6958333333333 49.5125 2245.74621705856 10.6841987489173 49.5312067936762 539 82 688 0.75 0.224801794489486 6
"4793" 10.3375 49.2625 6244.28141743598 10.2573051409732 49.2824707282194 643 81 718 -18.875 2.77196759593913 2
"4794" 10.7375 48.0458333333333 5122.29058959733 10.7305832740847 48.000000022722 2010 78 946 1.875 0.286223157644322 8
"4796" 12.4458333333333 48.0791666666667 9116.94780843113 12.5631942579598 48.1024170480741 1990 78 1001 -12.875 1.52628512356946 2
"4797" 12.4125 48.3541666666667 4145.84331223341 12.4309646053092 48.3190046817798 1954 77 920 5.375 0.488738784663701 2
"4798" 10.3791666666667 49.5208333333333 3917.08150534093 10.4101666464689 49.491973835122 547 86 665 -4.75 1.18640127309966 4
"4800" 10.8625 48.7041666666667 1827.57844356422 10.846278117001 48.7166099961737 1900 86 750 -0.375 0.0911852149671653 8
"4803" 12.7708333333333 47.7875 1426.59272853367 12.7756385829874 47.7999153532196 2062 45 1278 125.25 8.29568232206126 6
"4804" 10.1625 50.2625 1879.93386987982 10.1886939800576 50.2605820577833 1790 84 633 -0.125 1.7268800034365 2
"4805" 9.52083333333333 50.1041666666667 3938.08861449935 9.4873608772551 50.1322784573312 1816 78 811 20.375 2.10622649641879 3
"4806" 11.3125 48.8958333333333 1530.12244790177 11.3023614073819 48.9078598603007 662 79 766 -3.875 1.4267842259588 7
"4810" 11.3791666666667 47.5875 742.474165830238 11.3889999560635 47.5869178251685 2112 75 993 -37.25 6.52810022147128 6
"4815" 11.1375 47.6625 2411.66874045502 11.12699982893 47.6829986252513 2081 81 982 -5.625 1.66851806260768 5
"4817" 10.9458333333333 47.6375 2311.87824878817 10.9225690999918 47.651125081846 2113 46 1112 135.125 9.11104614494944 2
"4818" 9.82916666666667 50.1958333333333 7170.44638898024 9.81677825225339 50.1318626573135 1807 81 725 -3.125 1.77957877245082 5
"4819" 12.5125 49.8791666666667 9551.9052668057 12.4311114133471 49.8113059806918 1839 60 725 NA NA NA
"4820" 12.2458333333333 48.4375 6353.99371737087 12.305612393862 48.3964649911118 1951 77 878 -3.875 0.692538796348417 2
"4821" 12.1625 49.9458333333333 2194.98712912435 12.1371668828562 49.9568900408782 1824 67 701 -4.25 3.58340735706799 4
"4823" 10.4208333333333 48.0041666666667 3807.84934793893 10.3723335698612 47.9935263944469 2034 73 956 3.375 0.890936787478101 1
"4825" 9.12916666666667 49.8541666666667 1924.00064618277 9.15480720343668 49.8491260010855 1831 94 691 10.25 1.29940660738749 4
"4826" 12.5041666666667 47.9541666666667 930.248006456814 12.5045832764692 47.9625283141297 2016 81 1027 -4.75 0.785695799340181 8
"4827" 10.3958333333333 49.6208333333333 3949.07159993461 10.4285554022503 49.6492766518065 527 84 674 -5.875 1.82958103614976 4
"4828" 11.1375 49.4291666666667 3411.87909446526 11.1082497051333 49.4531936794741 1857 88 654 0.375 0.564410013540528 7
"4836" 10.4375 49.9708333333333 2539.1768941238 10.4705211903603 49.9791576388082 488 87 612 -6.5 1.40221412395925 8
"4841" 9.4875 50.0625 580.351455448043 9.48382140808724 50.0578521653368 1816 90 684 -30.25 4.00956928804164 6
"4843" 11.0875 49.4041666666667 4325.61551765306 11.0297222807963 49.3946380749859 545 89 655 -2.875 0.345426775979417 8
"4845" 11.7708333333333 49.4125 7193.08604668213 11.8605557321018 49.4400290729147 1866 77 699 2.25 1.11835412043344 2
"4847" 10.1375 50.5375 1542.41382249473 10.1355434077568 50.5237001952253 1756 73 720 -36 2.72610961662736 5
"4848" 11.7875 48.1125 11085.9041486722 11.7913609391615 48.2121657617378 1971 79 933 -0.75 0.354503594935965 1
"4849" 12.6291666666667 49.4458333333333 6576.33478282801 12.714020422369 49.424999225276 1860 67 731 1 2.54041092028143 6
"4850" 11.7625 50.0458333333333 9268.17465598056 11.8606948361077 49.9916114213537 1836 63 800 -8.625 3.78465499690942 8
"4851" 12.2041666666667 47.8875 3611.64780654029 12.2159443542037 47.8559990266028 2042 83 967 -4.75 0.219078800531789 6
"4852" 12.6458333333333 48.0708333333333 4324.10202441113 12.5881108850186 48.0668907165645 1999 79 1046 8.875 0.456093429047571 1
"4853" 12.2125 49.8291666666667 1156.35231236129 12.1978330504341 49.8249168162702 1835 72 653 1.5 0.393765345642795 6
"4855" 10.5208333333333 47.6791666666667 210.45356233021 10.5235918627265 47.6788135863788 2119 65 1031 -11.625 2.00028082964007 3
"4856" 11.6458333333333 48.7125 6905.31727975351 11.6414718367921 48.7745284816349 1889 83 751 2.75 0.616019049007068 7
"4858" 11.5125 49.6791666666667 2829.92206928156 11.5463885787516 49.6919708086207 1846 78 698 5.5 0.756243550726798 1
"4859" 10.5458333333333 48.4208333333333 3615.26298557701 10.5945282163032 48.4183044794975 1983 80 831 6 0.0934787906377238 4
"4860" 12.5541666666667 47.6541666666667 1130.35433976543 12.5497650360175 47.6638783872786 2087 52 1166 94.375 11.1191263301911 7
"4862" 12.3625 49.4625 8049.42290946622 12.3154725144331 49.3969459540839 1859 73 677 3.25 2.96282175464123 4
"4863" 10.3208333333333 49.3291666666667 3944.92651539054 10.375082952978 49.3301924742473 613 79 736 15.25 0.447933228803465 4
"4868" 11.0625 47.8875 566.153141815471 11.0698249999053 47.8861821150304 2047 82 977 -4.5 1.1362733265165 3
"4871" 10.2541666666667 48.5125 5729.20052121853 10.2563333029319 48.4609984473117 1944 84 757 2.375 0.131878005512442 4
"4872" 13.0875 48.9708333333333 1288.08071119369 13.1043615719562 48.9741400841172 1881 71 888 11.375 2.89675147706398 3
"4873" 11.1875 49.1875 9060.78847425683 11.0847777941359 49.2334174771349 545 85 691 -16.125 0.930849452869815 8
"4875" 11.4875 48.4625 4821.88312054921 11.5109996502478 48.4220542396568 1966 79 840 15.25 0.982335473816002 3
"4876" 10.5625 48.2041666666667 104.12412960999 10.5636429396859 48.2047094907765 1983 82 871 -22 0.168309178517827 2
"4878" 11.7208333333333 48.6125 4176.20428560009 11.7572182093761 48.5837178526616 1923 76 808 12.75 0.342315694653588 8
"4883" 12.8041666666667 48.6041666666667 3116.72488826082 12.8059997332776 48.6321678165854 1951 79 905 6.125 0.275408966762036 8
"4884" 12.8291666666667 47.6791666666667 2546.37980472337 12.8027442427278 47.693549334633 2095 84 1150 -156.25 5.60393889708888 7
"4886" 12.3041666666667 49.5208333333333 2309.18426256455 12.2724723666058 49.5185279582504 1854 71 692 29.125 1.32120369825383 7
"4888" 11.9791666666667 49.5791666666667 8561.42475096949 12.0357216955453 49.6468047207014 1849 72 702 42.75 1.78148440075156 7
"4889" 10.4458333333333 49.6208333333333 2734.4567427044 10.4546107543575 49.6447487786141 527 87 650 -5.125 0.607993026103258 5
"4891" 11.6708333333333 48.4791666666667 3165.78516445648 11.6942500890348 48.455333739071 1938 77 824 -13.5 0.256754509049514 5
"4893" 10.6458333333333 48.4875 2365.70659636765 10.6183614953159 48.4984168579018 1983 81 815 16.875 0.734187411758228 3
"4894" 10.9708333333333 47.6291666666667 3406.71711750119 11.0028056556525 47.6508903588869 2102 61 1079 9 6.831354381813 7
"4895" 12.8041666666667 48.9041666666667 4730.50623878871 12.7539706596021 48.877397574283 1887 83 777 -11.75 1.11489306852751 4
"4896" 12.2291666666667 48.1125 1146.88809746803 12.2421941873192 48.1069984082688 1998 80 944 8 0.842536175839825 4
"4897" 11.7375 48.2958333333333 2752.01885489734 11.7007843289649 48.2996497882443 1970 80 862 -0.375 0.179142794889723 1
"4898" 10.3458333333333 47.5041666666667 2888.82911141889 10.3703177674787 47.4841724251271 2139 68 1022 -129.5 0.518793325015466 5
"4899" 11.2708333333333 48.0875 6858.88219662406 11.2139721516258 48.1360282425024 1988 79 954 8.875 0.577328260051116 2
"4900" 10.3958333333333 47.3791666666667 7226.70917642987 10.3526116080231 47.437168204805 2139 16 1217 NA NA NA
"4901" 10.9958333333333 49.9791666666667 6604.70163890828 10.9089164996628 49.9988060846594 1820 81 655 18.75 0.835085327221245 6
"4903" 11.9541666666667 49.9041666666667 1518.26043027416 11.9753348885883 49.9045376472733 1836 69 718 -2.625 2.73872427115546 2
"4905" 11.8125 50.1458333333333 3709.8878184319 11.8455275854632 50.1201095028141 1799 68 744 -7.125 1.03056006125538 8
"4907" 13.2125 48.7541666666667 9295.03848696343 13.092778139464 48.7810554079122 1891 80 901 -3.375 1.36815008951641 5
"4908" 12.9875 47.6125 564.753972151788 12.9946126250032 47.6108428508232 2110 81 1222 -5 0.379912384318459 3
"4909" 11.6041666666667 48.5375 5579.59799615207 11.673805202166 48.5180549037363 1923 78 810 -18 0.457805536208974 8
"4911" 12.8375 47.8375 3547.08960409683 12.8425879156723 47.8058196036942 2062 84 1137 -8.75 1.99675252085493 1
"4912" 9.4375 49.8708333333333 9063.61195918579 9.42538928662168 49.7897223687746 1842 88 725 -61.25 0.53293550499834 6
"4913" 13.7791666666667 48.7208333333333 330.443663682988 13.782930305328 48.72246016901 1940 71 986 -16.125 1.47544287408465 2
"4914" 11.1458333333333 47.6958333333333 1111.95330290235 11.1358051503042 47.6884728214839 2081 82 983 -2.875 0.20643351347344 4
"4916" 11.7791666666667 49.9875 5864.34738063066 11.8606948361077 49.9916114213537 1836 67 766 -11.25 3.49851987162819 8
"4922" 13.4791666666667 48.6291666666667 2762.27029020028 13.4416674536403 48.6303834785912 1916 81 968 -4 0.541654390202939 3
"4923" 13.1541666666667 48.3291666666667 9007.73422009729 13.1707497147773 48.4094161871198 1941 81 1075 21.125 1.27874685437638 7
"4926" 11.9625 49.4041666666667 4089.87130377429 11.9062500750436 49.4019737322976 1866 80 652 3.25 0.275156700796233 4
"4927" 10.9291666666667 49.5875 2879.91748188005 10.9333334107004 49.5617484800871 539 87 650 -2.875 0.605894502745341 2
"4929" 11.7375 49.0791666666667 5399.3925808475 11.7966671143869 49.1082764138172 1878 75 744 7.125 1.26500899922239 7
"4931" 11.2791666666667 49.9625 1155.46780306522 11.2754725652393 49.952388816687 1838 78 684 1.625 0.647873381903852 5
"4932" 11.5791666666667 49.8375 223.658547841071 11.5767815552572 49.8362075873501 1832 77 705 4.5 0.668341072438644 4
"4933" 10.1875 47.4625 4032.18004950913 10.1416874897108 47.4437282861815 2138 37 1138 64 3.30000497566225 3
"4935" 10.7625 48.6625 1688.62318582128 10.7417290777841 48.6689742844853 1983 86 754 0 0.0233778347147311 7
"4936" 10.9291666666667 49.2208333333333 2385.98861366061 10.9003056592969 49.2106934391693 618 84 696 -2.125 0.624678700693647 5
"4937" 12.4541666666667 49.1625 1766.05324931521 12.4644164277623 49.1768875747327 1863 74 731 35.25 1.82083933966579 3
"4941" 11.1958333333333 48.3125 147.952630512393 11.1967547687192 48.3113206320971 1966 83 869 -6 0.293373760691146 8
"4944" 11.7541666666667 47.7458333333333 550.821382042824 11.7594443188052 47.7492790380678 2069 72 1002 -34.875 3.98049707282289 8
"4945" 12.0791666666667 48.1791666666667 1684.97918680462 12.0567333266147 48.1814820718158 1982 75 941 -19 2.05413048423792 8
"4946" 11.4375 49.8375 3486.88074608978 11.4814269226416 49.8241479216355 1840 80 680 9.875 1.37372294940577 7
"4947" 10.1041666666667 50.5208333333333 1369.32960189107 10.1192557049978 50.5285334299036 1756 68 839 22.75 7.87321775086836 3
"4948" 11.6708333333333 48.2208333333333 798.542901952666 11.6608648334642 48.2235443061258 1970 80 894 1.125 0.197396436066689 1
"4949" 13.2625 48.9458333333333 3358.74124843896 13.3045834554644 48.9578324074242 1881 58 1023 -32 4.58953350422754 8
"4950" 12.4541666666667 47.9375 2439.80037848867 12.4801663654316 47.9507789396304 2027 80 1021 -2.5 0.838935101542943 4
"4951" 11.5375 49.6541666666667 2125.05495087135 11.566739812653 49.6566356092713 1857 79 689 4.375 1.6063361311189 2
"4952" 13.0208333333333 48.3875 5377.21192716265 13.0083609078767 48.4351387102128 1941 83 1001 -15.25 1.36752792160511 7
"4954" 12.5291666666667 47.9958333333333 501.515699512188 12.5262895214452 47.9999064422334 2016 81 1022 11.625 0.590881340281777 3
"4957" 11.4875 49.4125 10602.9166084274 11.4864443912043 49.5078315027959 1857 75 740 -11.625 1.22266929569359 7
"4958" 10.2708333333333 50.0958333333333 4192.57672849418 10.2729997016401 50.0581664511819 1829 83 648 -13.875 1.01828581533422 6
"4960" 10.2708333333333 48.3791666666667 1953.66310438311 10.2963610476328 48.383583099022 1948 82 797 -0.875 0.558602636031195 2
"4961" 10.4375 49.3958333333333 1350.57446088994 10.4418611918157 49.4076386295383 618 80 716 0.375 1.71745779949747 2
"4963" 10.6458333333333 47.8208333333333 674.237392587831 10.6395127019877 47.8251547782518 2065 74 996 -4.375 0.0277574552998099 2
"4964" 12.9041666666667 48.3458333333333 8265.71249399312 12.9046945924715 48.4201659405766 1941 80 1023 -1 0.856171062125227 1
"4965" 13.3125 48.7958333333333 4540.20047540518 13.3723335323434 48.8060568959746 1897 72 963 14.75 4.54005462643107 5
"4967" 12.7625 49.1291666666667 3382.67695424846 12.771111465795 49.1590537229749 1867 77 750 -14.5 0.851221865006946 1
"4969" 10.6541666666667 47.7958333333333 2362.57230083988 10.680277897947 47.8077507265525 2052 74 999 -22.125 1.0788447267572 2
"4971" 10.4958333333333 50.3541666666667 1320.22284237426 10.4929446809865 50.3658905942583 1761 82 602 4 1.19604966168733 8
"4972" 10.3791666666667 47.8875 1499.52420578527 10.3815556362531 47.9008903085104 2034 65 1026 2.25 1.44386578032359 1
"4973" 10.6541666666667 49.7291666666667 8667.77722535884 10.7411333068817 49.6753227035335 526 83 670 19.125 1.83467147697837 1
"4974" 9.29583333333333 49.8958333333333 9410.19390000934 9.16630561861216 49.8833885047549 1831 92 689 2.875 3.40129314851902 3
"4976" 12.2875 49.0708333333333 5823.13269689042 12.2534446017973 49.0234985702146 1874 78 713 -14.25 1.95457343524281 7
"4977" 11.4708333333333 50.3791666666667 1558.29375516753 11.4882775022822 50.3706932734624 1754 66 765 -4.25 2.13627628460007 6
"4979" 11.0625 48.9875 8422.61760193429 10.9766663875418 48.9370841755425 662 77 773 -7.5 1.46322094277767 6
"4982" 11.0375 48.4291666666667 3283.74954692813 11.0754166237381 48.4138336843075 1981 82 845 -5.375 0.30568049125347 4
"4984" 12.6125 48.0708333333333 1869.74205110007 12.5881108850186 48.0668907165645 1999 80 1029 -7.125 0.117158186250175 5
"4987" 12.6375 48.3291666666667 5615.01103355133 12.6160001042037 48.2807502736522 1982 80 959 -17.375 0.445618466207478 3
"4988" 11.2041666666667 49.3791666666667 10132.4110367779 11.1759166220087 49.4683875791198 1857 85 675 0.125 0.673634757507401 5
"4990" 13.4875 48.6125 2613.55258120574 13.4550276508574 48.6030844953495 1916 81 974 8.5 1.13453104889573 4
"4992" 12.6125 47.9375 249.929986581031 12.6106630675269 47.9356221722471 2049 79 1069 -2 0.516981290764209 6
"4993" 12.5958333333333 47.7375 144.720954607385 12.5969551246995 47.7364411323195 2076 71 1116 -130.875 5.71619332402834 4
"4994" 12.7208333333333 49.0708333333333 10453.0104540318 12.7659997715778 49.1600265060163 1867 73 794 -16.5 1.4252570943368 5
"4995" 10.2958333333333 49.3625 5917.75651024646 10.34868412817 49.4030246341765 613 82 712 -5.125 0.679281511024301 2
"4996" 13.3791666666667 48.4375 567.394892995912 13.375120082494 48.441832753574 1941 89 979 0.625 0.133776604932133 3
"4997" 10.2125 49.1625 4106.20151612721 10.2635776916644 49.178164911339 643 78 748 28.125 0.794102634540368 6
"4998" 11.9458333333333 49.2791666666667 202.462266345189 11.9430519691057 49.2790422840072 1866 79 674 8.25 1.36178591086078 7
"5000" 12.9458333333333 47.4958333333333 5684.11653983647 12.9757223074898 47.5427780072928 2128 14 1398 NA NA NA
"5002" 11.5458333333333 48.6375 5781.04732701496 11.4690552564654 48.6481666672652 1981 80 785 2.5 1.06779332591626 1
"5003" 11.4958333333333 48.5541666666667 7683.1503636925 11.4245003945721 48.6044997274097 1981 81 804 3.625 0.992174906909547 3
"5004" 11.2041666666667 47.5208333333333 6261.9571552933 11.1311501665569 47.5479282888398 2141 56 1041 -132.625 5.97368256390936 3
"5008" 10.5375 47.9708333333333 4911.67864789665 10.5869169969797 48.000000022722 2005 74 966 -14 1.66681408287977 3
"5009" 12.0458333333333 47.9125 2622.19633354319 12.0109997384948 47.9097213338857 2039 83 949 0.5 0.502586734387282 4
"5012" 11.7541666666667 47.7625 43.7864497470364 11.7547211811522 47.7623743667476 2069 74 993 -5 1.10900983617594 1
"5014" 10.9458333333333 48.5041666666667 5787.85616761935 10.8737871664618 48.4835821860723 1943 82 823 14.375 0.615650190864248 1
"5015" 11.6375 50.1291666666667 7335.21569297086 11.5884170775375 50.1870841126601 1798 70 744 21.5 1.49654663226761 6
"5018" 10.2041666666667 50.1125 3742.11826526744 10.1522780255101 50.1168059716737 1823 84 647 -11.625 1.35796217229707 6
